Table Name,Function Name,Time,R/W,data1,data2,data3,data4,data5
accounts,FetchClassicSessionCount,2556.946,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2556.946,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2586.921,R,lastActivity,,,,
accounts,FetchBattleCount,2586.932,R,banned,,,,
accountStats,FetchBattleCount,2586.932,R,battleCount,,,,
accounts,FetchClassicSessionCount,2586.942,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2586.942,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2616.927,R,lastActivity,,,,
accounts,FetchBattleCount,2616.937,R,banned,,,,
accountStats,FetchBattleCount,2616.937,R,battleCount,,,,
accounts,FetchClassicSessionCount,2616.948,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2616.948,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2646.921,R,lastActivity,,,,
accounts,FetchBattleCount,2646.931,R,banned,,,,
accountStats,FetchBattleCount,2646.931,R,battleCount,,,,
accounts,FetchClassicSessionCount,2646.942,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2646.942,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2676.926,R,lastActivity,,,,
accounts,FetchBattleCount,2676.937,R,banned,,,,
accountStats,FetchBattleCount,2676.937,R,battleCount,,,,
accounts,FetchClassicSessionCount,2676.947,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2676.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2706.922,R,lastActivity,,,,
accounts,FetchBattleCount,2706.933,R,banned,,,,
accountStats,FetchBattleCount,2706.933,R,battleCount,,,,
accounts,FetchClassicSessionCount,2706.945,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2706.945,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2736.921,R,lastActivity,,,,
accounts,FetchBattleCount,2736.931,R,banned,,,,
accountStats,FetchBattleCount,2736.931,R,battleCount,,,,
accounts,FetchClassicSessionCount,2736.941,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2736.941,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2766.926,R,lastActivity,,,,
accounts,FetchBattleCount,2766.937,R,banned,,,,
accountStats,FetchBattleCount,2766.937,R,battleCount,,,,
accounts,FetchClassicSessionCount,2766.947,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2766.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2796.926,R,lastActivity,,,,
accounts,FetchBattleCount,2796.936,R,banned,,,,
accountStats,FetchBattleCount,2796.936,R,battleCount,,,,
accounts,FetchClassicSessionCount,2796.947,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2796.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2826.924,R,lastActivity,,,,
accounts,FetchBattleCount,2826.934,R,banned,,,,
accountStats,FetchBattleCount,2826.934,R,battleCount,,,,
accounts,FetchClassicSessionCount,2826.945,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2826.945,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2856.928,R,lastActivity,,,,
accounts,FetchBattleCount,2856.938,R,banned,,,,
accountStats,FetchBattleCount,2856.938,R,battleCount,,,,
accounts,FetchClassicSessionCount,2856.948,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2856.948,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2886.926,R,lastActivity,,,,
accounts,FetchBattleCount,2886.937,R,banned,,,,
accountStats,FetchBattleCount,2886.937,R,battleCount,,,,
accounts,FetchClassicSessionCount,2886.947,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2886.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2916.920,R,lastActivity,,,,
accounts,FetchBattleCount,2916.931,R,banned,,,,
accountStats,FetchBattleCount,2916.931,R,battleCount,,,,
accounts,FetchClassicSessionCount,2916.941,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2916.941,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2946.925,R,lastActivity,,,,
accounts,FetchBattleCount,2946.935,R,banned,,,,
accountStats,FetchBattleCount,2946.935,R,battleCount,,,,
accounts,FetchClassicSessionCount,2946.946,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2946.946,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2976.926,R,lastActivity,,,,
accounts,FetchBattleCount,2976.936,R,banned,,,,
accountStats,FetchBattleCount,2976.936,R,battleCount,,,,
accounts,FetchClassicSessionCount,2976.947,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2976.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,3006.926,R,lastActivity,,,,
accounts,FetchBattleCount,3006.937,R,banned,,,,
accountStats,FetchBattleCount,3006.937,R,battleCount,,,,
accounts,FetchClassicSessionCount,3006.947,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,3006.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,3036.926,R,lastActivity,,,,
accounts,FetchBattleCount,3036.936,R,banned,,,,
