Table Name,Function Name,Time,R/W,data1,data2,data3,data4,data5
sessionSaveData,ReadSessionSaveData,1931.161,R,data,,,,
sessions,FetchUUIDFromToken,1996.309,R,uuid,,,,
updateAll,,1996.309,,,,,,
activeClientSessions,IsActiveSession,1996.322,R,id,,,,
accounts,FetchTrainerIds,1996.323,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,1996.323,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,1996.324,R,data,,,,
accounts,UpdateAccountLastActivity,1996.327,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,1996.333,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,1996.334,W,lastActivity,,,,
accountStats,UpdateAccountStats,1996.335,W,stats,,,,
systemSaveData,StoreSystemSaveData,1996.345,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,1998.441,R,uuid,,,,
Info,,1998.441,,,,,,
accounts,FetchUsernameFromUUID,1998.442,R,userName,,,,
accounts,FetchDiscordIdByUsername,1998.442,R,discordId,,,,
accounts,FetchGoogleIdByUsername,1998.443,R,googleId,,,,
sessionSaveData,GetLatestSessionSaveDataSlot,1998.443,R,slot,,,,
sessions,FetchUUIDFromToken,1998.629,R,uuid,,,,
activeClientSessions,IsActiveSession,1998.630,R,id,,,,
get system,,1998.630,,,,,,
systemSaveData,ReadSystemSaveData,1998.630,R,data,,,,
sessions,FetchUUIDFromToken,1998.900,R,uuid,,,,
activeClientSessions,UpdateActiveSession,1998.901,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,1998.902,R,data,,,,
sessions,FetchUUIDFromToken,2008.859,R,uuid,,,,
updateAll,,2008.859,,,,,,
activeClientSessions,IsActiveSession,2008.868,R,id,,,,
accounts,FetchTrainerIds,2008.869,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,2008.869,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,2008.870,R,data,,,,
accounts,UpdateAccountLastActivity,2008.873,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,2008.879,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,2008.880,W,lastActivity,,,,
accountStats,UpdateAccountStats,2008.881,W,stats,,,,
systemSaveData,StoreSystemSaveData,2008.891,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,2011.027,R,uuid,,,,
Info,,2011.027,,,,,,
accounts,FetchUsernameFromUUID,2011.028,R,userName,,,,
accounts,FetchDiscordIdByUsername,2011.029,R,discordId,,,,
accounts,FetchGoogleIdByUsername,2011.030,R,googleId,,,,
sessionSaveData,GetLatestSessionSaveDataSlot,2011.030,R,slot,,,,
sessions,FetchUUIDFromToken,2011.215,R,uuid,,,,
activeClientSessions,IsActiveSession,2011.215,R,id,,,,
get system,,2011.215,,,,,,
systemSaveData,ReadSystemSaveData,2011.216,R,data,,,,
sessions,FetchUUIDFromToken,2011.479,R,uuid,,,,
activeClientSessions,UpdateActiveSession,2011.480,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,2011.481,R,data,,,,
sessions,FetchUUIDFromToken,2033.861,R,uuid,,,,
activeClientSessions,UpdateActiveSession,2033.861,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,2033.862,R,data,,,,
sessions,FetchUUIDFromToken,2033.865,R,uuid,,,,
activeClientSessions,UpdateActiveSession,2033.866,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,2033.866,R,data,,,,
sessions,FetchUUIDFromToken,2033.868,R,uuid,,,,
sessions,FetchUUIDFromToken,2033.868,R,uuid,,,,
activeClientSessions,UpdateActiveSession,2033.868,W,uuid,clientSessionId,,,
activeClientSessions,UpdateActiveSession,2033.868,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,2033.869,R,data,,,,
sessionSaveData,ReadSessionSaveData,2033.869,R,data,,,,
sessions,FetchUUIDFromToken,2045.031,R,uuid,,,,
Info,,2045.031,,,,,,
accounts,FetchUsernameFromUUID,2045.031,R,userName,,,,
accounts,FetchDiscordIdByUsername,2045.032,R,discordId,,,,
accounts,FetchGoogleIdByUsername,2045.033,R,googleId,,,,
sessionSaveData,GetLatestSessionSaveDataSlot,2045.034,R,slot,,,,
sessions,FetchUUIDFromToken,2045.216,R,uuid,,,,
activeClientSessions,UpdateActiveSession,2045.217,W,uuid,clientSessionId,,,
delete session,,2045.217,,,,,,
sessionSaveData,DeleteSessionSaveData,2045.230,W,sessionSaveData,,,,
sessions,FetchUUIDFromToken,2045.663,R,uuid,,,,
updateAll,,2045.663,,,,,,
activeClientSessions,IsActiveSession,2045.672,R,id,,,,
accounts,FetchTrainerIds,2045.673,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,2045.674,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,2045.674,R,data,,,,
accounts,UpdateAccountLastActivity,2045.676,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,2045.681,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,2045.682,W,lastActivity,,,,
accountStats,UpdateAccountStats,2045.683,W,stats,,,,
systemSaveData,StoreSystemSaveData,2045.692,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,2070.804,R,uuid,,,,
activeClientSessions,IsActiveSession,2070.805,R,id,,,,
verify system,,2070.805,,,,,,
sessions,FetchUUIDFromToken,2164.265,R,uuid,,,,
activeClientSessions,IsActiveSession,2164.266,R,id,,,,
verify system,,2164.266,,,,,,
sessions,FetchUUIDFromToken,2204.796,R,uuid,,,,
activeClientSessions,IsActiveSession,2204.797,R,id,,,,
verify system,,2204.797,,,,,,
sessions,FetchUUIDFromToken,2216.867,R,uuid,,,,
activeClientSessions,IsActiveSession,2216.868,R,id,,,,
verify system,,2216.868,,,,,,
sessions,FetchUUIDFromToken,2261.355,R,uuid,,,,
updateAll,,2261.355,,,,,,
activeClientSessions,IsActiveSession,2261.899,R,id,,,,
accounts,FetchTrainerIds,2261.900,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,2261.900,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,2261.901,R,data,,,,
accounts,UpdateAccountLastActivity,2261.903,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,2261.913,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,2261.914,W,lastActivity,,,,
accountStats,UpdateAccountStats,2261.916,W,stats,,,,
systemSaveData,StoreSystemSaveData,2261.930,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,2336.264,R,uuid,,,,
activeClientSessions,IsActiveSession,2336.265,R,id,,,,
verify system,,2336.265,,,,,,
sessions,RemoveSessionFromToken,2424.548,W,token,,,,
logout,,2424.548,,,,,,
